,no,date,group,campaign_id,order_info,address,payment
73,B0R700BYM5,2020-09-06 11:38:17,울트라콜,2200635,짬뽕 외 1,인천 미추홀구 문학동 ****,13500
72,B0R700CXOP,2020-09-06 11:48:29,울트라콜,2200620,짜장 외 1,인천 남동구 구월1동 ****,12000
71,B0R700DRI8,2020-09-06 11:54:23,울트라콜,2200622,4셋트(탕수육+짜장+고기짬뽕+콜라),인천 남동구 구월1동 ****,24000
70,B0R700EKYM,2020-09-06 12:01:32,울트라콜,2200620,잡채밥 외 2,인천 남동구 구월1동 ****,22500
69,B0R700ET6Z,2020-09-06 12:01:45,울트라콜,2200620,잡채밥 외 2,인천 남동구 구월1동 ****,22500
68,B0R700FD2H,2020-09-06 12:08:34,울트라콜,2200617,볶음밥,인천 남동구 구월1동 ****,21000
67,B0R700M7B5,2020-09-06 13:04:23,울트라콜,2200620,짜장 외 1,인천 남동구 구월1동 ****,12500
66,B0R700NNZX,2020-09-06 13:15:39,울트라콜,2200618,쟁반짜장 외 1,인천 미추홀구 문학동 ****,24000
65,B0R700NLHZ,2020-09-06 13:15:47,울트라콜,2200621,4셋트(탕수육+짜장+고기짬뽕+콜라),인천 남동구 구월3동 ****,23000
64,B0R700OFIZ,2020-09-06 13:24:42,울트라콜,2200617,연태고량주 외 2,인천 남동구 구월1동 ****,62000
63,B0R700QJJI,2020-09-06 13:39:24,울트라콜,2200621,차돌짬뽕,,11000
62,B0R700QO9B,2020-09-06 13:41:32,울트라콜,2200617,쟁반짜장 외 1,인천 남동구 구월1동 ****,31000
61,B0R700SSTE,2020-09-06 14:01:07,울트라콜,2200621,차돌짬뽕 외 2,,36500
60,B0R700SVVV,2020-09-06 14:02:01,울트라콜,2200628,가 셋트(탕수육+짜장1+콜라) 외 1,인천 남동구 구월1동 ****,22500
59,B0R700V397,2020-09-06 14:22:12,울트라콜,2200617,5셋트(탕수육+짜장+차돌짬뽕+콜라),인천 남동구 구월1동 ****,25000
58,B0R700XHUZ,2020-09-06 14:45:54,울트라콜,2200625,바 셋트(탕수육+차돌짬뽕1+콜라),인천 남동구 간석1동 ****,20000
57,B0R70111AD,2020-09-06 15:21:55,울트라콜,2200628,삼선간짜장,,10000
56,B0R7014P5X,2020-09-06 15:59:33,울트라콜,2200634,차 세트(탕수육+냉짬뽕1+콜라) 외 2,인천 미추홀구 주안6동 ****,38000
55,B0R7017GB9,2020-09-06 16:20:46,울트라콜,2200633,차돌짬뽕 외 1,인천 남동구 구월3동 ****,16500
