,no,date,group,campaign_id,order_info,address,payment
42,B0RB016TBF,2020-09-10 19:25:29,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두,경기 수원시 권선구 평동 ****,21000
41,B0RB0194JT,2020-09-10 19:44:25,울트라콜,3005197,삼선간짜장,경기 수원시 권선구 평동 ****,10000
40,B0RC00967A,2020-09-11 11:46:48,울트라콜,3005197,8. 탕수육+쟁반짜장(2人)+만두,경기 수원시 권선구 평동 ****,24000
39,B0RC0094MU,2020-09-11 11:46:55,울트라콜,3005196,3. 탕수육+짬뽕2+만두,경기 화성시 매송면 매송면 ****,26000
38,B0RC00B1V3,2020-09-11 12:08:11,울트라콜,3005197,잡채밥 외 1,경기 수원시 권선구 평동 ****,11000
37,B0RC00YNNE,2020-09-11 18:08:28,울트라콜,3005197,탕수육 외 1,경기 수원시 권선구 평동 ****,26000
36,B0RC013ROO,2020-09-11 18:37:19,울트라콜,3005197,짜장면 외 1,경기 수원시 권선구 평동 ****,28000
35,B0RD004GY0,2020-09-12 09:26:23,울트라콜,3046829,차돌박이짬뽕,경기 수원시 권선구 세류2동 ****,10000
34,B0RD0056TC,2020-09-12 09:58:08,울트라콜,3046829,짜장면 외 1,경기 수원시 권선구 평동 ****,14000
33,B0RD007ZP8,2020-09-12 11:20:11,울트라콜,3046829,1. 탕수육+짜장1+만두,경기 수원시 권선구 평동 ****,20000
32,B0RD00B2PW,2020-09-12 11:56:07,울트라콜,3005196,물만두 외 1,경기 화성시 매송면 매송면 ****,12000
31,B0RD00B3LB,2020-09-12 11:56:39,울트라콜,3005196,짬뽕 외 4,경기 화성시 매송면 매송면 ****,49000
30,B0RD00EQD2,2020-09-12 12:32:41,울트라콜,3046829,짜장면 외 2,경기 수원시 권선구 평동 ****,29000
29,B0RD00F8QB,2020-09-12 12:36:01,울트라콜,3005196,짜장면 외 3,경기 화성시 매송면 매송면 ****,18000
28,B0RD00FKXI,2020-09-12 12:43:38,울트라콜,3005197,제육덮밥 외 1,경기 화성시 봉담읍 봉담읍 ****,21000
27,B0RD00GXA7,2020-09-12 12:55:36,울트라콜,3005197,제육덮밥 외 1,경기 화성시 봉담읍 봉담읍 ****,19000
26,B0RD00JYYP,2020-09-12 13:30:43,울트라콜,3005196,짬뽕밥,,14000
25,B0RD00L0PJ,2020-09-12 13:44:01,울트라콜,3005196,차돌박이짬뽕 외 1,경기 화성시 매송면 매송면 ****,18000
24,B0RD00O8TZ,2020-09-12 14:24:45,울트라콜,3005196,간짜장 외 1,경기 화성시 매송면 매송면 ****,28000
23,B0RD00PRJ9,2020-09-12 14:46:19,울트라콜,3005196,군만두 외 2,경기 화성시 매송면 매송면 ****,23000
22,B0RD017B5X,2020-09-12 18:04:22,울트라콜,3005197,삼선볶음밥 외 3,경기 수원시 권선구 평동 ****,47000
21,B0RD01PTGV,2020-09-12 20:07:04,울트라콜,3046829,6. 탕수육+짬짜면+만두,경기 수원시 권선구 평동 ****,18000
20,B0RD01Q3QV,2020-09-12 20:10:22,울트라콜,3005197,탕짜면 외 1,,11000
19,B0RE0050K7,2020-09-13 09:18:55,울트라콜,3005197,2. 탕수육+짬뽕1+만두,경기 수원시 권선구 평동 ****,20000
18,B0RE006OUU,2020-09-13 10:41:18,울트라콜,3005196,차돌박이짬뽕 외 1,경기 화성시 매송면 매송면 ****,18000
17,B0RE0083SY,2020-09-13 11:07:57,울트라콜,3046829,1. 탕수육+짜장1+만두,경기 수원시 권선구 평동 ****,15000
16,B0RE0086YW,2020-09-13 11:11:04,울트라콜,3046829,탕짬면 외 1,경기 수원시 권선구 평동 ****,10000
15,B0RE009EHU,2020-09-13 11:28:02,울트라콜,3005197,짜장면 외 1,경기 수원시 권선구 평동 ****,14000
14,B0RE00C849,2020-09-13 11:59:48,울트라콜,3046829,짜장면 외 1,경기 수원시 권선구 평동 ****,14000
13,B0RE00K493,2020-09-13 13:23:29,울트라콜,3005197,볶음밥 외 1,경기 수원시 권선구 평동 ****,21000
12,B0RE00MRCZ,2020-09-13 13:51:55,울트라콜,3046829,2. 탕수육+짬뽕1+만두,경기 수원시 권선구 평동 ****,17000
11,B0RE00RDWH,2020-09-13 14:52:28,울트라콜,3005197,탕수육 외 1,경기 화성시 봉담읍 봉담읍 ****,33000
10,B0RE00W2T5,2020-09-13 15:58:16,울트라콜,3046829,홍합짬뽕 외 1,경기 수원시 권선구 평동 ****,33000
9,B0RE01G1M8,2020-09-13 18:37:33,울트라콜,3005197,짜장면 외 1,경기 수원시 권선구 평동 ****,15000
8,B0RE01KADD,2020-09-13 19:06:00,울트라콜,3005197,탕수육 외 1,경기 화성시 봉담읍 봉담읍 ****,33000
7,B0RF003BEY,2020-09-14 09:03:54,울트라콜,3005197,간짜장,경기 수원시 권선구 평동 ****,14000
6,B0RF006MTZ,2020-09-14 11:23:34,울트라콜,3005197,8. 탕수육+쟁반짜장(2人)+만두,경기 화성시 봉담읍 봉담읍 ****,24000
5,B0RF007V84,2020-09-14 11:38:39,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두,경기 수원시 권선구 평동 ****,21000
4,B0RF009PXX,2020-09-14 12:05:56,울트라콜,3005197,8. 탕수육+쟁반짜장(2人)+만두,경기 수원시 권선구 평동 ****,24000
3,B0RF00DFSZ,2020-09-14 12:58:20,울트라콜,3005196,간짜장 외 2,,30000
2,B0RF00DLEN,2020-09-14 13:05:19,울트라콜,3005197,6. 탕수육+짬짜면+만두,경기 화성시 봉담읍 봉담읍 ****,17000
1,B0RF00E7TP,2020-09-14 13:16:31,울트라콜,3005197,간짜장 외 1,경기 수원시 권선구 평동 ****,16000
0,B0RF00WYFE,2020-09-14 18:51:59,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두,경기 수원시 권선구 평동 ****,21000
119,B0RI00EA6T,2020-09-17 13:07:18,울트라콜,3005196,2. 탕수육+짬뽕1+만두,경기 화성시 매송면 매송면 ****,21000
118,B0RI00I5UN,2020-09-17 14:32:24,울트라콜,3005196,짬짜면 외 1,경기 화성시 매송면 매송면 ****,10000
117,B0RI00IJGO,2020-09-17 14:39:59,울트라콜,3005197,삼선짬뽕,경기 수원시 권선구 평동 ****,10000
116,B0RI00K2SU,2020-09-17 15:25:18,울트라콜,3005197,제육덮밥 외 1,경기 수원시 권선구 평동 ****,15000
115,B0RI00OIH2,2020-09-17 17:06:58,울트라콜,3005197,삼선짬뽕밥 외 1,,17000
114,B0RI00OQ8R,2020-09-17 17:12:14,울트라콜,3005197,4. 탕수육+볶음밥+만두 외 1,경기 화성시 봉담읍 봉담읍 ****,24000
113,B0RI00PYM7,2020-09-17 17:26:48,울트라콜,3005196,8. 탕수육+쟁반짜장(2人)+만두 외 1,,26000
112,B0RI00VR9Z,2020-09-17 18:20:47,울트라콜,3046829,짜장면 외 3,경기 수원시 권선구 평동 ****,21000
111,B0RI00W0GC,2020-09-17 18:23:17,울트라콜,3046829,2. 탕수육+짬뽕1+만두,경기 수원시 권선구 평동 ****,17000
110,B0RI00Z5UQ,2020-09-17 18:46:26,울트라콜,3046829,매운짜장 외 2,경기 수원시 권선구 평동 ****,33000
109,B0RJ004TTD,2020-09-18 10:43:52,울트라콜,3046829,짜장면,경기 수원시 권선구 서둔동 ****,12000
108,B0RJ007CP8,2020-09-18 11:27:41,울트라콜,3005196,탕짜면,경기 화성시 매송면 매송면 ****,10000
107,B0RJ008YCJ,2020-09-18 11:48:19,울트라콜,3005196,사천탕수육 외 1,경기 화성시 매송면 매송면 ****,36000
106,B0RJ00A0DT,2020-09-18 12:01:27,울트라콜,3046829,8. 탕수육+쟁반짜장(2人)+만두 외 1,경기 수원시 권선구 평동 ****,31000
105,B0RJ00BUQS,2020-09-18 12:24:59,울트라콜,3005196,탕짜면 외 1,경기 화성시 매송면 매송면 ****,11000
104,B0RJ00DMAM,2020-09-18 12:53:09,울트라콜,3005196,차돌박이짬뽕 외 1,경기 화성시 매송면 매송면 ****,17000
103,B0RJ00ER0J,2020-09-18 13:11:50,울트라콜,3005197,매운짬뽕 외 1,경기 수원시 권선구 평동 ****,11000
102,B0RJ00IIGX,2020-09-18 14:40:34,울트라콜,3046829,1. 탕수육+짜장1+만두,경기 수원시 권선구 평동 ****,15000
101,B0RJ00JTVO,2020-09-18 15:14:51,울트라콜,3005196,불타는짬뽕 외 1,경기 화성시 매송면 매송면 ****,10000
100,B0RJ00MK77,2020-09-18 16:30:08,울트라콜,3046829,매운짬뽕 외 1,경기 수원시 권선구 평동 ****,31000
99,B0RJ00UR46,2020-09-18 18:14:23,울트라콜,3046829,삼선간짜장,,10000
98,B0RJ013TXH,2020-09-18 19:17:36,울트라콜,3005197,짬뽕 외 1,경기 수원시 권선구 평동 ****,14000
97,B0RJ016GS5,2020-09-18 19:37:01,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두,경기 화성시 봉담읍 봉담읍 ****,21000
96,B0RK004OOR,2020-09-19 10:07:31,울트라콜,3005197,짜장면 외 1,경기 수원시 권선구 평동 ****,13000
95,B0RK005MIF,2020-09-19 10:41:28,울트라콜,3005197,매운짬뽕 외 2,,23000
94,B0RK009UP0,2020-09-19 11:48:55,울트라콜,3005197,1. 탕수육+짜장1+만두,경기 수원시 권선구 평동 ****,15000
93,B0RK0199LZ,2020-09-19 18:49:31,울트라콜,3005197,탕짬면,경기 수원시 권선구 평동 ****,10000
92,B0RK01A49G,2020-09-19 18:55:39,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두,경기 수원시 권선구 평동 ****,21000
91,B0RK01EQQN,2020-09-19 19:31:05,울트라콜,3005196,차돌박이짬뽕,경기 화성시 매송면 매송면 ****,10000
90,B0RL0048R6,2020-09-20 09:06:37,울트라콜,3005196,차돌박이짬뽕 외 1,경기 화성시 매송면 매송면 ****,12000
89,B0RL00549Y,2020-09-20 10:07:52,울트라콜,3005197,삼선짬뽕 외 2,경기 화성시 봉담읍 봉담읍 ****,24000
88,B0RL0056OA,2020-09-20 10:11:58,울트라콜,3005196,2. 탕수육+짜장1+짬뽕1+만두,경기 화성시 매송면 매송면 ****,21000
87,B0RL005N1C,2020-09-20 10:23:17,울트라콜,3046829,짬뽕 외 1,경기 수원시 권선구 평동 ****,14000
86,B0RL008R91,2020-09-20 11:24:46,울트라콜,3046829,3. 탕수육+간짜장3+만두,경기 수원시 권선구 평동 ****,26000
85,B0RL009FU3,2020-09-20 11:36:01,울트라콜,3046829,공기밥 외 1,경기 수원시 권선구 평동 ****,21000
84,B0RL00BNKD,2020-09-20 12:00:39,울트라콜,3005197,짬뽕 외 2,경기 수원시 권선구 평동 ****,22000
83,B0RL00CW71,2020-09-20 12:11:35,울트라콜,3005196,짬뽕밥 외 1,경기 화성시 매송면 매송면 ****,15000
82,B0RL00CP4I,2020-09-20 12:12:01,울트라콜,3005196,4. 탕수육+간짜장2+만두 외 2,경기 화성시 매송면 매송면 ****,67000
81,B0RL00EB11,2020-09-20 12:26:57,울트라콜,3005197,3. 탕수육+짬뽕2+만두,경기도 수원시 권선구 평동 ****,22000
80,B0RL00FCK0,2020-09-20 12:35:08,울트라콜,3046829,볶음밥 외 3,경기 수원시 권선구 평동 ****,74000
79,B0RL00HDKI,2020-09-20 12:59:10,울트라콜,3005196,탕수육 외 3,경기 화성시 매송면 매송면 ****,86000
78,B0RL00IXOS,2020-09-20 13:14:15,울트라콜,3046829,탕짜면,경기 수원시 권선구 평동 ****,10000
77,B0RL011W1P,2020-09-20 17:22:52,울트라콜,3005196,4. 탕수육+볶음밥+만두,경기 화성시 매송면 매송면 ****,17000
76,B0RL0126TF,2020-09-20 17:26:54,울트라콜,3005197,4. 탕수육+간짜장2+만두,경기 수원시 권선구 평동 ****,22000
75,B0RL014ESP,2020-09-20 17:42:46,울트라콜,3046829,2. 탕수육+짜장1+짬뽕1+만두,경기 수원시 권선구 평동 ****,21000
74,B0RL015YEZ,2020-09-20 17:53:32,울트라콜,3005197,짬뽕 외 2,경기 화성시 봉담읍 봉담읍 ****,34000
73,B0RL01DT4X,2020-09-20 18:46:26,울트라콜,3046829,2. 탕수육+짬뽕1+만두,경기 수원시 권선구 평동 ****,16000
72,B0RL01DV43,2020-09-20 18:48:03,울트라콜,3005196,매운짬뽕,경기 화성시 매송면 매송면 ****,10000
71,B0RL01F4ET,2020-09-20 18:55:07,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두 외 1,경기 화성시 봉담읍 봉담읍 ****,28000
70,B0RM0039FQ,2020-09-21 09:11:34,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두,경기 화성시 봉담읍 봉담읍 ****,21000
69,B0RM00418M,2020-09-21 10:19:14,울트라콜,3005197,짬뽕 외 1,,16000
68,B0RM00450C,2020-09-21 10:20:40,울트라콜,3005196,공기밥 외 1,경기 화성시 매송면 매송면 ****,10000
67,B0RM007Z30,2020-09-21 11:45:29,울트라콜,3005197,1. 탕수육+짜장2+만두,경기 화성시 봉담읍 봉담읍 ****,20000
66,B0RM007UDK,2020-09-21 11:46:45,울트라콜,3005196,매운짜장 외 1,경기 화성시 매송면 매송면 ****,10000
65,B0RM00A4D3,2020-09-21 12:17:46,울트라콜,3046829,탕짬면,,10000
64,B0RM00BW11,2020-09-21 12:46:09,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두,,21000
63,B0RM00EJD9,2020-09-21 13:38:36,울트라콜,3005197,9. 탕수육+쟁반짬뽕(2人)+만두,경기 수원시 권선구 평동 ****,26000
62,B0RM00I65I,2020-09-21 15:19:49,울트라콜,3046829,2. 탕수육+짜장1+짬뽕1+만두,경기 수원시 권선구 평동 ****,21000
61,B0RM00Q2EQ,2020-09-21 17:56:36,울트라콜,3005197,9. 탕수육+쟁반짜장(3人)+만두 외 1,경기 수원시 권선구 평동 ****,59000
60,B0RM00RGAZ,2020-09-21 18:12:32,울트라콜,3005197,4. 탕수육+볶음밥+만두 외 1,경기 수원시 권선구 평동 ****,22000
179,B0RO00731C,2020-09-23 11:33:39,울트라콜,3005197,탕볶밥 외 1,경기 수원시 권선구 평동 ****,16000
178,B0RO0084O0,2020-09-23 11:45:56,울트라콜,3046829,차돌박이짬뽕,경기 수원시 권선구 평동 ****,10000
177,B0RO00E54K,2020-09-23 13:23:18,울트라콜,3005197,짜장면 외 2,경기 수원시 권선구 평동 ****,22000
176,B0RO00G9TS,2020-09-23 14:11:44,울트라콜,3005197,삼선간짜장,경기 수원시 권선구 평동 ****,10000
175,B0RO00JS34,2020-09-23 15:56:57,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두,경기 수원시 권선구 평동 ****,21000
174,B0RO00O93J,2020-09-23 17:28:25,울트라콜,3005196,4. 탕수육+볶음밥+만두,경기 화성시 매송면 매송면 ****,16000
173,B0RO00S7Y9,2020-09-23 18:20:18,울트라콜,3046829,간짜장 외 1,경기 수원시 권선구 평동 ****,16000
172,B0RP003YFU,2020-09-24 10:26:00,울트라콜,3005197,4. 탕수육+볶음밥+만두 외 1,경기 화성시 봉담읍 봉담읍 ****,28000
171,B0RP004LLP,2020-09-24 10:46:39,울트라콜,3046829,6. 탕수육+짬짜면+만두,경기 수원시 권선구 평동 ****,17000
170,B0RP0079RL,2020-09-24 11:30:36,울트라콜,3005196,차돌박이짬뽕 외 1,경기 화성시 매송면 매송면 ****,20000
169,B0RP00B3YM,2020-09-24 12:22:34,울트라콜,3005196,1. 탕수육+짜장1+만두,경기 화성시 매송면 매송면 ****,19000
168,B0RP00C8PO,2020-09-24 12:39:41,울트라콜,3005197,볶짬면 외 1,경기 수원시 권선구 평동 ****,10000
167,B0RP00GZBM,2020-09-24 14:24:26,울트라콜,3046829,1. 탕수육+짜장1+만두,경기 수원시 권선구 평동 ****,15000
166,B0RP00HH67,2020-09-24 14:29:57,울트라콜,3005196,왕만두짬뽕 외 1,경기 화성시 매송면 매송면 ****,17000
165,B0RP00JN56,2020-09-24 15:32:35,울트라콜,3005196,3. 탕수육+짬뽕2+만두,경기 화성시 매송면 매송면 ****,22000
164,B0RP00M00H,2020-09-24 16:35:03,울트라콜,3046829,양장피,경기 수원시 권선구 평동 ****,20000
163,B0RP00ZXEY,2020-09-24 19:06:32,울트라콜,3005197,홍합짬뽕 외 2,경기 수원시 권선구 평동 ****,49000
162,B0RP011T2Y,2020-09-24 19:23:09,울트라콜,3046829,6. 탕수육+볶음밥2+만두,경기 수원시 권선구 평동 ****,27000
161,B0RQ004X3I,2020-09-25 10:56:46,울트라콜,3005196,1. 탕수육+짜장1+만두 외 1,경기 화성시 매송면 매송면 ****,35000
160,B0RQ008G37,2020-09-25 11:51:12,울트라콜,3005197,짜장면 외 1,경기 수원시 권선구 평동 ****,13000
159,B0RQ00A4ZZ,2020-09-25 12:08:53,울트라콜,3046829,짜장면,경기 수원시 권선구 평동 ****,12000
158,B0RQ00AO6N,2020-09-25 12:17:30,울트라콜,3046829,삼선짜장 외 1,경기 수원시 권선구 평동 ****,18000
157,B0RQ00C7RO,2020-09-25 12:40:35,울트라콜,3046829,1. 탕수육+짜장2+만두,경기 수원시 권선구 평동 ****,20000
156,B0RQ00MBNF,2020-09-25 16:42:37,울트라콜,3005197,짜장면 외 1,경기 수원시 권선구 평동 ****,11000
155,B0RQ0180E2,2020-09-25 19:56:54,울트라콜,3005197,삼선울면,경기 수원시 권선구 평동 ****,10000
154,B0RQ01A2Q6,2020-09-25 20:17:02,울트라콜,3005196,차돌박이짬뽕,경기 화성시 매송면 매송면 ****,10000
153,B0RR004L0X,2020-09-26 10:07:13,울트라콜,3005197,짬뽕 외 1,경기 화성시 봉담읍 봉담읍 ****,14000
152,B0RR006GNZ,2020-09-26 11:02:58,울트라콜,3046829,탕볶밥,경기도 수원시 권선구 평동 ****,10000
151,B0RR006NHL,2020-09-26 11:07:52,울트라콜,3005196,탕짬면,경기 화성시 매송면 매송면 ****,10000
150,B0RR00CUGD,2020-09-26 12:22:09,울트라콜,3046829,4. 탕수육+볶음밥+만두,경기 수원시 권선구 평동 ****,16000
149,B0RR00HXO2,2020-09-26 13:22:30,울트라콜,3005196,2. 탕수육+짬뽕1+만두,경기 화성시 매송면 매송면 ****,17000
148,B0RR00IJET,2020-09-26 13:30:46,울트라콜,3046829,홍합짬뽕,경기 수원시 권선구 평동 ****,10000
147,B0RR00IKRE,2020-09-26 13:31:08,울트라콜,3046829,탕짜면 외 1,경기 수원시 권선구 평동 ****,12000
146,B0RR00SKD7,2020-09-26 16:18:32,울트라콜,3005197,3. 탕수육+짬뽕2+만두,경기 수원시 권선구 평동 ****,22000
145,B0RR00UTXM,2020-09-26 16:53:32,울트라콜,3005197,해물쟁반짜장 외 1,경기 수원시 권선구 평동 ****,60000
144,B0RR00X8LT,2020-09-26 17:21:42,울트라콜,3005196,2. 탕수육+짜장1+짬뽕1+만두,경기 화성시 매송면 매송면 ****,21000
143,B0RR011IJE,2020-09-26 17:58:13,울트라콜,3046829,볶음밥 외 1,경기 수원시 권선구 평동 ****,29000
142,B0RR01H5W8,2020-09-26 19:55:21,울트라콜,3005197,해물쟁반짜장,경기 화성시 봉담읍 봉담읍 ****,18000
141,B0RS0047UZ,2020-09-27 09:16:44,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두,경기 화성시 봉담읍 봉담읍 ****,22000
140,B0RS005PLY,2020-09-27 10:27:27,울트라콜,3005196,물만두 외 1,경기 화성시 매송면 매송면 ****,11000
139,B0RS0068XV,2020-09-27 10:42:25,울트라콜,3046829,2. 탕수육+짜장1+짬뽕1+만두,경기 수원시 권선구 평동 ****,21000
138,B0RS006FE2,2020-09-27 10:48:12,울트라콜,3005197,고추짬뽕,,18000
137,B0RS008C72,2020-09-27 11:17:02,울트라콜,3046829,볶음밥 외 1,경기 수원시 권선구 평동 ****,16000
136,B0RS00EGEA,2020-09-27 12:24:28,울트라콜,3046829,제육덮밥 외 1,경기 수원시 권선구 평동 ****,18000
135,B0RS00H1PB,2020-09-27 12:50:42,울트라콜,3005196,제육덮밥 외 1,경기 화성시 매송면 매송면 ****,19000
134,B0RS00ITK7,2020-09-27 13:09:20,울트라콜,3005197,짬뽕 외 1,경기 수원시 권선구 평동 ****,13000
133,B0RS00NQVC,2020-09-27 14:10:23,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두,경기 수원시 권선구 평동 ****,22000
132,B0RS00S7EB,2020-09-27 15:15:36,울트라콜,3005197,불타는짬뽕,,10000
131,B0RS00UJTM,2020-09-27 15:51:57,울트라콜,3005196,제육덮밥 외 1,경기 화성시 매송면 매송면 ****,26000
130,B0RS00XN8F,2020-09-27 16:36:10,울트라콜,3005197,삼선짬뽕 외 1,경기 수원시 권선구 평동 ****,10000
129,B0RT0083CU,2020-09-28 11:46:37,울트라콜,3005197,3. 탕수육+짬뽕2+만두,경기 수원시 권선구 평동 ****,22000
128,B0RT00AQ9Q,2020-09-28 12:22:04,울트라콜,3046829,잡채밥 외 2,경기 수원시 권선구 평동 ****,42000
127,B0RT00BKHC,2020-09-28 12:35:13,울트라콜,3005196,삼선짬뽕 외 2,경기 화성시 매송면 매송면 ****,22000
126,B0RT00DAUK,2020-09-28 13:05:36,울트라콜,3046829,잡채밥 외 5,,71000
125,B0RT00HC6I,2020-09-28 14:38:46,울트라콜,3005197,1. 탕수육+짜장1+만두,경기 수원시 권선구 평동 ****,15000
124,B0RT00ILEI,2020-09-28 15:11:49,울트라콜,3005196,매운짬뽕 외 1,경기 화성시 매송면 매송면 ****,11000
123,B0RT00QFDW,2020-09-28 17:55:15,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두 외 1,경기 화성시 봉담읍 봉담읍 ****,29000
122,B0RT00TOLY,2020-09-28 18:25:52,울트라콜,3005197,탕짬면 외 1,경기 수원시 권선구 평동 ****,11000
121,B0RT00UUMC,2020-09-28 18:34:52,울트라콜,3005197,삼선간짜장,경기 화성시 봉담읍 봉담읍 ****,10000
120,B0RT0142E5,2020-09-28 20:02:38,울트라콜,3046829,짜장면 외 2,경기 수원시 권선구 평동 ****,18000
185,B0RU003TF1,2020-09-29 10:02:09,울트라콜,3005196,짜장면 외 1,경기 화성시 매송면 매송면 ****,15000
184,B0RU0066QL,2020-09-29 11:14:09,울트라콜,3005196,탕짬면,경기 화성시 매송면 매송면 ****,10000
183,B0RU006TRH,2020-09-29 11:23:17,울트라콜,3005197,제육덮밥 외 2,경기 수원시 권선구 평동 ****,21000
182,B0RU00C9JB,2020-09-29 12:35:54,울트라콜,3005197,삼선간짜장,경기 수원시 권선구 평동 ****,10000
181,B0RU00DBGD,2020-09-29 12:53:49,울트라콜,3046829,짬뽕 외 2,경기 수원시 권선구 평동 ****,11000
180,B0RU00FHK2,2020-09-29 13:30:29,울트라콜,3005196,짬뽕밥 외 1,경기 화성시 매송면 매송면 ****,14000
