,no,date,group,campaign_id,order_info,address,payment
23,B0S0004AN5,2020-10-05 10:28:44,울트라콜,3046829,1. 탕수육+짜장1+만두,경기 수원시 권선구 평동 ****,15000
22,B0S00075K2,2020-10-05 11:33:26,울트라콜,3005197,짜장면 외 1,경기 수원시 권선구 평동 ****,16000
21,B0S0009NI4,2020-10-05 12:08:21,울트라콜,3005197,볶음밥 외 1,,15000
20,B0S000BX9Y,2020-10-05 12:40:53,울트라콜,3046829,해물쟁반짜장,경기 수원시 권선구 평동 ****,17000
19,B0S000C0KM,2020-10-05 12:44:16,울트라콜,3005197,짜장면 외 1,경기 화성시 봉담읍 봉담읍 ****,15000
18,B0S000DNOU,2020-10-05 13:11:54,울트라콜,3005196,볶음밥 외 3,경기 화성시 매송면 매송면 ****,41000
17,B0S000IZ7L,2020-10-05 15:23:15,울트라콜,3005196,삼선짬뽕밥 외 1,경기 화성시 매송면 매송면 ****,16000
16,B0S000K416,2020-10-05 15:56:04,울트라콜,3005196,짬뽕밥 외 1,경기 화성시 매송면 매송면 ****,14000
15,B0S000TZIH,2020-10-05 18:26:05,울트라콜,3005196,해물쟁반짜장,경기 화성시 매송면 매송면 ****,17000
14,B0S000UOMU,2020-10-05 18:33:11,울트라콜,3046829,6. 탕수육+짬짜면+만두,경기 수원시 권선구 평동 ****,18000
13,B0S000XZ45,2020-10-05 19:00:45,울트라콜,3046829,해물쟁반짜장 외 1,경기 수원시 권선구 평동 ****,25000
12,B0S1004QRK,2020-10-06 10:35:57,울트라콜,3005197,매운짜장 외 1,경기 수원시 권선구 평동 ****,17000
11,B0S100DHDG,2020-10-06 12:53:47,울트라콜,3005197,짜장면 외 1,경기 수원시 권선구 평동 ****,19000
10,B0S100FD6Q,2020-10-06 13:32:55,울트라콜,3005196,탕짜면,경기 화성시 매송면 매송면 ****,10000
9,B0S100NNVB,2020-10-06 16:53:54,울트라콜,3005197,삼선간짜장,경기 수원시 권선구 평동 ****,10000
8,B0S100VFM1,2020-10-06 18:26:02,울트라콜,3005196,홍합짬뽕,경기 화성시 매송면 매송면 ****,10000
7,B0S100WSY7,2020-10-06 18:38:04,울트라콜,3005197,공기밥 외 1,경기 화성시 봉담읍 봉담읍 ****,10000
6,B0S1014E5U,2020-10-06 19:47:21,울트라콜,3005197,탕짜면,경기 수원시 권선구 평동 ****,10000
5,B0S1014HLR,2020-10-06 19:47:38,울트라콜,3005197,탕수육,경기 수원시 권선구 평동 ****,20000
4,B0S1014UUY,2020-10-06 19:52:21,울트라콜,3046829,해물쟁반짬뽕 외 2,경기 수원시 권선구 평동 ****,61000
3,B0S2005JN4,2020-10-07 11:08:26,울트라콜,3005197,9. 탕수육+쟁반짬뽕(2人)+만두,경기 화성시 봉담읍 봉담읍 ****,26000
2,B0S200BYM7,2020-10-07 12:37:22,울트라콜,3005197,홍합짬뽕 외 1,경기 화성시 봉담읍 봉담읍 ****,35000
1,B0S200PX8F,2020-10-07 17:40:43,울트라콜,3005197,짬뽕밥 외 1,경기 수원시 권선구 평동 ****,20000
0,B0S20107RQ,2020-10-07 19:12:21,울트라콜,3005196,4. 탕수육+볶음밥+만두,경기 화성시 매송면 매송면 ****,16000
119,B0S401JX7L,2020-10-09 20:02:03,울트라콜,3005197,3. 탕수육+짬뽕밥+만두,경기도 수원시 권선구 평동 ****,16000
118,B0S5007Q6P,2020-10-10 11:24:07,울트라콜,3005196,1. 탕수육+짜장2+만두,경기 화성시 매송면 매송면 ****,21000
117,B0S5008KM1,2020-10-10 11:35:41,울트라콜,3005197,볶음밥 외 1,경기 화성시 봉담읍 봉담읍 ****,15000
116,B0S5009P0H,2020-10-10 11:47:50,울트라콜,3005197,8. 탕수육+쟁반짜장(2人)+만두,경기 수원시 권선구 평동 ****,24000
115,B0S500ATU0,2020-10-10 12:02:29,울트라콜,3005197,삼선짬뽕,경기 수원시 권선구 평동 ****,18000
114,B0S500AUP8,2020-10-10 12:02:55,울트라콜,3005197,간짜장 외 1,경기 수원시 권선구 평동 ****,39000
113,B0S500GW4S,2020-10-10 13:16:07,울트라콜,3005197,짜장면 외 1,경기 수원시 권선구 평동 ****,16000
112,B0S500KCS9,2020-10-10 14:05:58,울트라콜,3005196,탕짬면 외 1,경기 화성시 매송면 매송면 ****,16000
111,B0S500NRQF,2020-10-10 15:01:18,울트라콜,3005197,짜장면,경기 수원시 권선구 평동 ****,12000
110,B0S500P7VA,2020-10-10 15:28:56,울트라콜,3005197,양장피,경기 수원시 권선구 평동 ****,30000
109,B0S500PPSQ,2020-10-10 15:39:46,울트라콜,3046829,짜장면 외 1,경기 수원시 권선구 평동 ****,14000
108,B0S500TGLL,2020-10-10 16:42:40,울트라콜,3005196,육개장 외 1,경기 화성시 매송면 매송면 ****,12000
107,B0S500UZWD,2020-10-10 17:02:56,울트라콜,3046829,홍합짬뽕 외 2,경기 수원시 권선구 평동 ****,56000
106,B0S500VTKB,2020-10-10 17:15:33,울트라콜,3005197,3. 탕수육+짬뽕2+만두,경기 화성시 봉담읍 봉담읍 ****,22000
105,B0S5014VEA,2020-10-10 18:25:20,울트라콜,3005196,볶음밥,경기 화성시 매송면 매송면 ****,14000
104,B0S501CTZ4,2020-10-10 19:21:29,울트라콜,3005197,6. 탕수육+짬짜면+만두 외 1,경기 화성시 봉담읍 봉담읍 ****,24000
103,B0S60054GL,2020-10-11 10:02:03,울트라콜,3046829,1. 탕수육+짜장2+만두,경기 수원시 권선구 평동 ****,20000
102,B0S6005BM7,2020-10-11 10:12:22,울트라콜,3005196,짜장면 외 1,경기 화성시 매송면 매송면 ****,27000
101,B0S60064LH,2020-10-11 10:41:37,울트라콜,3046829,4. 탕수육+볶음밥3+만두 외 1,경기 수원시 권선구 평동 ****,34000
100,B0S6006EJJ,2020-10-11 10:48:34,울트라콜,3005196,간짜장 외 2,경기 화성시 매송면 매송면 ****,14000
99,B0S600AAY5,2020-10-11 11:44:21,울트라콜,3005197,간짜장 외 1,경기 수원시 권선구 평동 ****,16000
98,B0S600BMFJ,2020-10-11 11:58:31,울트라콜,3005197,1. 탕수육+짜장1+만두,경기 수원시 권선구 평동 ****,16000
97,B0S600NSEQ,2020-10-11 14:13:32,울트라콜,3005197,간짜장 외 1,경기 수원시 권선구 평동 ****,13000
96,B0S600QQ9Q,2020-10-11 14:51:24,울트라콜,3005197,삼선볶음밥 외 1,경기 화성시 봉담읍 봉담읍 ****,25000
95,B0S6015UNO,2020-10-11 17:42:44,울트라콜,3046829,홍합짬뽕 외 1,,19000
94,B0S601687K,2020-10-11 17:45:13,울트라콜,3046829,매운짜장 외 1,경기 수원시 권선구 평동 ****,14000
93,B0S601AXP0,2020-10-11 18:16:52,울트라콜,3005196,2. 탕수육+짜장1+짬뽕1+만두,경기 화성시 매송면 매송면 ****,21000
92,B0S7003MOO,2020-10-12 09:47:32,울트라콜,3005197,짬뽕밥 외 1,경기 화성시 봉담읍 봉담읍 ****,13000
91,B0S700442G,2020-10-12 10:28:29,울트라콜,3005197,탕수육 외 1,경기 화성시 봉담읍 봉담읍 ****,29000
90,B0S7006EDP,2020-10-12 11:23:15,울트라콜,3005196,탕짜면,경기 화성시 매송면 매송면 ****,10000
89,B0S700BAXQ,2020-10-12 12:35:38,울트라콜,3005197,4. 탕수육+볶음밥+만두 외 1,경기 화성시 봉담읍 봉담읍 ****,25000
88,B0S700DU0L,2020-10-12 13:21:47,울트라콜,3005196,1. 탕수육+짜장1+만두,경기 화성시 매송면 매송면 ****,15000
87,B0S700DTE8,2020-10-12 13:22:18,울트라콜,3005196,7. 탕수육+짬뽕1+간짜장2+만두 외 1,경기 화성시 매송면 매송면 ****,32000
86,B0S700E14C,2020-10-12 13:25:54,울트라콜,3005197,7. 탕수육+짬뽕1+간짜장2+만두,경기 화성시 봉담읍 봉담읍 ****,26000
85,B0S700I8HF,2020-10-12 15:13:36,울트라콜,3005196,탕수육,경기 화성시 매송면 매송면 ****,25000
84,B0S700LV1T,2020-10-12 16:46:04,울트라콜,3005197,9. 탕수육+쟁반짬뽕(2人)+만두 외 1,경기 수원시 권선구 평동 ****,33000
83,B0S700RRGR,2020-10-12 18:09:11,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두,경기 화성시 봉담읍 봉담읍 ****,21000
82,B0S700SAC8,2020-10-12 18:14:42,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두,경기 수원시 권선구 평동 ****,21000
81,B0S700TVDK,2020-10-12 18:28:53,울트라콜,3005197,1. 탕수육+짜장2+만두,경기 수원시 권선구 평동 ****,20000
80,B0S700WJC3,2020-10-12 18:50:56,울트라콜,3046829,3. 탕수육+짬뽕밥+만두 외 1,경기 수원시 권선구 평동 ****,29000
79,B0S700X4N1,2020-10-12 18:56:43,울트라콜,3005196,차돌박이짬뽕 외 1,경기 화성시 매송면 매송면 ****,16000
78,B0S800363M,2020-10-13 09:20:34,울트라콜,3005197,짬뽕 외 2,경기 화성시 봉담읍 봉담읍 ****,11000
77,B0S8006FFU,2020-10-13 11:23:15,울트라콜,3005197,간짜장 외 1,경기 수원시 권선구 평동 ****,15000
76,B0S800D6RM,2020-10-13 13:02:05,울트라콜,3005196,탕볶밥,경기 화성시 매송면 매송면 ****,10000
75,B0S800I2H7,2020-10-13 14:57:07,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두,경기 수원시 권선구 평동 ****,21000
74,B0S800TZV1,2020-10-13 18:26:30,울트라콜,3005196,매운짜장 외 1,경기 화성시 매송면 매송면 ****,14000
73,B0S800UJBM,2020-10-13 18:27:53,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두,경기 수원시 권선구 평동 ****,21000
72,B0S800XFBX,2020-10-13 18:51:49,울트라콜,3046829,5. 탕수육+짜장1+짬뽕2+만두,경기 수원시 권선구 평동 ****,25000
71,B0S9008FWH,2020-10-14 11:51:18,울트라콜,3005197,1. 탕수육+짜장1+만두,경기 수원시 권선구 평동 ****,16000
70,B0S900BEOA,2020-10-14 12:31:17,울트라콜,3046829,탕볶밥 외 1,경기 수원시 권선구 평동 ****,11000
69,B0S900BTKK,2020-10-14 12:39:33,울트라콜,3005197,1. 탕수육+짜장1+만두,경기 수원시 권선구 평동 ****,16000
68,B0S900E1WM,2020-10-14 13:19:30,울트라콜,3005196,탕짜면 외 1,경기 화성시 매송면 매송면 ****,17000
67,B0S900FIQ0,2020-10-14 13:49:35,울트라콜,3005197,짬뽕,경기 수원시 권선구 평동 ****,14000
66,B0S900FSXQ,2020-10-14 13:56:13,울트라콜,3046829,짬뽕,경기 수원시 권선구 평동 ****,24000
65,B0S900GIIE,2020-10-14 14:14:20,울트라콜,3046829,간짜장 외 1,경기 수원시 권선구 평동 ****,15000
64,B0S900FSPB,2020-10-14 14:22:40,울트라콜,3005196,짬뽕 외 1,경기 화성시 매송면 매송면 ****,10000
63,B0S900GU95,2020-10-14 14:24:24,울트라콜,3005197,짜장면 외 1,경기 수원시 권선구 평동 ****,14000
62,B0S900NP89,2020-10-14 17:16:09,울트라콜,3005197,간짜장 외 1,경기 화성시 봉담읍 봉담읍 ****,19000
61,B0S9010IQ8,2020-10-14 19:13:04,울트라콜,3005197,간짜장 외 1,경기 화성시 봉담읍 봉담읍 ****,21000
60,B0S9013LT7,2020-10-14 19:44:12,울트라콜,3046829,2. 탕수육+짜장1+짬뽕1+만두,경기 수원시 권선구 평동 ****,21000
229,B0SA00PB94,2020-10-15 17:31:49,울트라콜,3046829,탕볶밥 외 1,경기 수원시 권선구 평동 ****,14000
228,B0SA00SUDI,2020-10-15 18:06:48,울트라콜,3005197,8. 탕수육+쟁반짜장(2人)+만두,경기 수원시 권선구 평동 ****,24000
227,B0SA00TFXC,2020-10-15 18:10:58,울트라콜,3046829,짜장면 외 5,경기 수원시 권선구 평동 ****,113000
226,B0SA00U971,2020-10-15 18:20:28,울트라콜,3005197,6. 탕수육+짜장2+짬뽕1+만두,경기 수원시 권선구 평동 ****,25000
225,B0SA00UN5W,2020-10-15 18:22:59,울트라콜,3005196,탕볶밥,경기 화성시 매송면 매송면 ****,10000
224,B0SA00WXKS,2020-10-15 18:37:47,울트라콜,3005197,1. 탕수육+짜장1+만두,경기 화성시 매송면 매송면 ****,15000
223,B0SA014DTB,2020-10-15 19:39:37,울트라콜,3046829,간짜장 외 1,경기 화성시 봉담읍 봉담읍 ****,15000
222,B0SB003HV2,2020-10-16 09:20:34,울트라콜,3005196,탕볶밥 외 1,경기 화성시 매송면 매송면 ****,13000
221,B0SB0054P7,2020-10-16 11:03:42,울트라콜,3046829,볶짜면 외 2,경기 수원시 권선구 평동 ****,48000
220,B0SB005HS2,2020-10-16 11:05:17,울트라콜,3005197,삼선불짬뽕,경기 화성시 봉담읍 봉담읍 ****,10000
219,B0SB005XD8,2020-10-16 11:12:57,울트라콜,3005197,1. 탕수육+짜장2+만두,경기 수원시 권선구 평동 ****,21000
218,B0SB007SP5,2020-10-16 11:39:48,울트라콜,3046829,탕짜면,경기 수원시 권선구 평동 ****,10000
217,B0SB008MA1,2020-10-16 11:49:19,울트라콜,3046829,마파두부밥 외 3,경기 수원시 권선구 평동 ****,43000
216,B0SB009QJ8,2020-10-16 12:05:32,울트라콜,3005197,고추잡채밥 외 1,경기 수원시 권선구 평동 ****,10000
215,B0SB00E5H7,2020-10-16 13:13:48,울트라콜,3005197,간짜장 외 1,경기 수원시 권선구 평동 ****,28000
214,B0SB00IXAQ,2020-10-16 15:05:00,울트라콜,3005197,수제비짬뽕,경기 수원시 권선구 호매실동 ****,10000
213,B0SB00M4ID,2020-10-16 16:24:10,울트라콜,3005197,탕짬면 외 1,경기 수원시 권선구 평동 ****,18000
212,B0SB00S9F0,2020-10-16 17:55:41,울트라콜,3005196,짬뽕 외 1,경기 화성시 매송면 매송면 ****,18000
211,B0SB00UXAH,2020-10-16 18:13:59,울트라콜,3005197,5. 탕수육+짜장1+짬뽕2+만두,경기 수원시 권선구 평동 ****,25000
210,B0SC005C3L,2020-10-17 10:28:04,울트라콜,3046829,볶음밥 외 2,경기 수원시 권선구 평동 ****,20000
209,B0SC005O0M,2020-10-17 10:32:23,울트라콜,3005197,2. 탕수육+짬뽕1+만두,경기 화성시 봉담읍 봉담읍 ****,16000
208,B0SC006BFF,2020-10-17 10:58:24,울트라콜,3046829,짬뽕 외 1,경기 수원시 권선구 평동 ****,15000
207,B0SC00A2PL,2020-10-17 11:44:35,울트라콜,3005197,탕짜면 외 1,경기 화성시 봉담읍 봉담읍 ****,11000
206,B0SC00AL4K,2020-10-17 11:55:29,울트라콜,3005197,차돌박이짬뽕,경기 수원시 권선구 평동 ****,10000
205,B0SC00ARAS,2020-10-17 11:58:31,울트라콜,3005197,탕짜면,경기 화성시 기배동 ****,10000
204,B0SC00BNVH,2020-10-17 12:04:29,울트라콜,3046829,짜장면 외 2,경기 수원시 권선구 평동 ****,35000
203,B0SC00BM5K,2020-10-17 12:07:21,울트라콜,3005197,삼선불짬뽕 외 3,경기 화성시 봉담읍 봉담읍 ****,47000
202,B0SC00CK07,2020-10-17 12:18:04,울트라콜,3005196,짬뽕 외 2,경기 화성시 매송면 매송면 ****,36000
201,B0SC00EGHH,2020-10-17 12:36:37,울트라콜,3005197,짜장면 외 1,,13000
200,B0SC00FNYH,2020-10-17 12:53:47,울트라콜,3005197,2. 탕수육+짬뽕1+만두 외 1,경기 수원시 권선구 평동 ****,37000
199,B0SC00GV5C,2020-10-17 13:07:26,울트라콜,3005197,볶짬면 외 1,경기 수원시 권선구 평동 ****,10000
198,B0SC00GVZA,2020-10-17 13:08:34,울트라콜,3005197,삼선간짜장 외 1,경기 수원시 권선구 평동 ****,18000
197,B0SC00I3KS,2020-10-17 13:20:13,울트라콜,3005197,짬짜면 외 1,경기 화성시 봉담읍 봉담읍 ****,13000
196,B0SC00IZ8A,2020-10-17 13:32:13,울트라콜,3005197,볶음밥 외 1,경기 화성시 매송면 매송면 ****,12000
195,B0SC00KYAK,2020-10-17 14:02:12,울트라콜,3046829,2. 탕수육+짬뽕1+만두,경기 수원시 권선구 평동 ****,16000
194,B0SC00M6P8,2020-10-17 14:17:19,울트라콜,3046829,짬뽕밥 외 1,경기 수원시 권선구 평동 ****,19000
193,B0SC00NCNR,2020-10-17 14:39:53,울트라콜,3005196,6. 탕수육+짬짜면+만두,경기 화성시 매송면 매송면 ****,17000
192,B0SC00QEAN,2020-10-17 15:34:16,울트라콜,3005197,1. 탕수육+짜장1+만두,경기 수원시 권선구 평동 ****,16000
191,B0SC00QB89,2020-10-17 15:34:17,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두,경기 수원시 권선구 평동 ****,21000
190,B0SC00QNJS,2020-10-17 15:38:39,울트라콜,3005196,탕짬면 외 1,경기 화성시 매송면 매송면 ****,17000
189,B0SC00UC3B,2020-10-17 16:42:18,울트라콜,3005196,탕짜면 외 1,경기 화성시 매송면 매송면 ****,19000
188,B0SC00WVT8,2020-10-17 17:13:15,울트라콜,3005197,7. 탕수육+짬뽕1+간짜장2+만두,경기 화성시 봉담읍 봉담읍 ****,26000
187,B0SC00YW97,2020-10-17 17:36:49,울트라콜,3046829,짜장면 외 1,경기 수원시 권선구 평동 ****,13000
186,B0SC0143OS,2020-10-17 18:11:06,울트라콜,3005197,간짜장 외 1,경기 수원시 권선구 평동 ****,29000
185,B0SC01BXCJ,2020-10-17 19:03:20,울트라콜,3046829,탕짜면,경기 수원시 권선구 평동 ****,10000
184,B0SC01E1GY,2020-10-17 19:23:03,울트라콜,3046829,짜장면 외 1,경기 수원시 권선구 평동 ****,13000
183,B0SD0055FY,2020-10-18 09:41:41,울트라콜,3046829,2. 탕수육+짬뽕1+만두,경기 수원시 권선구 평동 ****,16000
182,B0SD0055PE,2020-10-18 09:53:18,울트라콜,3005196,1. 탕수육+짜장1+만두 외 1,경기 수원시 권선구 호매실동 ****,24000
181,B0SD005OHI,2020-10-18 10:03:10,울트라콜,3005196,간짜장 외 1,경기 화성시 매송면 매송면 ****,14000
180,B0SD00A7TU,2020-10-18 11:38:21,울트라콜,3005197,8. 탕수육+쟁반짜장(2人)+만두,경기 수원시 권선구 평동 ****,24000
179,B0SD00AVZS,2020-10-18 11:43:01,울트라콜,3005197,1. 탕수육+짜장2+만두,경기 화성시 봉담읍 봉담읍 ****,20000
178,B0SD00BQX3,2020-10-18 11:53:52,울트라콜,3046829,삼선간짜장 외 3,경기 수원시 권선구 평동 ****,24000
177,B0SD00D2UZ,2020-10-18 12:09:54,울트라콜,3005197,볶음밥 외 1,경기 화성시 봉담읍 봉담읍 ****,14000
176,B0SD00EAU8,2020-10-18 12:21:26,울트라콜,3005196,삼선짬뽕밥 외 1,경기 화성시 매송면 매송면 ****,16000
175,B0SD00EJ7J,2020-10-18 12:21:43,울트라콜,3005197,탕수육 외 2,경기 수원시 권선구 평동 ****,34000
174,B0SD00E8JH,2020-10-18 12:22:46,울트라콜,3005197,삼선불짬뽕,경기 수원시 권선구 평동 ****,10000
173,B0SD00FY6R,2020-10-18 12:38:22,울트라콜,3005197,간짜장 외 1,경기 화성시 봉담읍 봉담읍 ****,15000
172,B0SD00NT4G,2020-10-18 14:13:00,울트라콜,3046829,1. 탕수육+짜장1+만두 외 2,경기 수원시 권선구 평동 ****,30000
171,B0SD00NWAC,2020-10-18 14:14:33,울트라콜,3005197,짜장면 외 1,경기 수원시 권선구 평동 ****,13000
170,B0SD00ODVS,2020-10-18 14:19:45,울트라콜,3005197,탕짬면,경기 수원시 권선구 평동 ****,10000
169,B0SD00OXIX,2020-10-18 14:26:05,울트라콜,3046829,7. 탕수육+짬뽕1+간짜장2+만두,경기 수원시 권선구 평동 ****,26000
168,B0SD00YVDP,2020-10-18 16:55:06,울트라콜,3046829,1. 탕수육+짜장1+만두,경기 수원시 권선구 평동 ****,15000
167,B0SD01019B,2020-10-18 17:04:05,울트라콜,3005197,2. 탕수육+짬뽕1+만두,,16000
166,B0SD01130H,2020-10-18 17:12:46,울트라콜,3005197,새우볶음밥,경기 화성시 매송면 매송면 ****,10000
165,B0SD0122DU,2020-10-18 17:20:32,울트라콜,3005197,4. 탕수육+간짜장2+만두,경기 수원시 권선구 평동 ****,22000
164,B0SD019TBX,2020-10-18 18:16:14,울트라콜,3046829,해물쟁반짜장 외 2,경기 수원시 권선구 평동 ****,52000
162,B0SD01CAKW,2020-10-18 18:30:33,울트라콜,3005197,볶음밥 외 1,경기 수원시 권선구 평동 ****,14000
163,B0SD01CDSJ,2020-10-18 18:30:33,울트라콜,3005197,양장피 외 1,경기 수원시 권선구 평동 ****,32000
161,B0SD01IUXL,2020-10-18 19:16:22,울트라콜,3005197,1. 탕수육+짜장2+만두 외 1,경기 수원시 권선구 평동 ****,28000
160,B0SE009QJ0,2020-10-19 12:07:11,울트라콜,3005197,짬짜면 외 1,경기 수원시 권선구 평동 ****,15000
159,B0SE00BQKA,2020-10-19 12:40:43,울트라콜,3046829,제육덮밥 외 1,경기 수원시 권선구 평동 ****,14000
158,B0SE00CH11,2020-10-19 12:55:17,울트라콜,3005197,해물쟁반짜장 외 3,경기 수원시 권선구 평동 ****,69000
157,B0SE00CYEK,2020-10-19 13:00:06,울트라콜,3005197,짜장면 외 2,경기 수원시 권선구 평동 ****,20000
156,B0SE00EMPU,2020-10-19 13:34:18,울트라콜,3005197,짬짜면 외 1,경기 수원시 권선구 평동 ****,13000
155,B0SE00GBAK,2020-10-19 14:08:21,울트라콜,3005197,삼선불짬뽕,경기 화성시 봉담읍 봉담읍 ****,10000
154,B0SE00GX33,2020-10-19 14:26:51,울트라콜,3005196,탕짜면,경기 화성시 매송면 매송면 ****,10000
153,B0SE00IFV1,2020-10-19 15:05:52,울트라콜,3005196,간짜장 외 2,경기 화성시 매송면 매송면 ****,23000
152,B0SE00J5PX,2020-10-19 15:30:57,울트라콜,3046829,2. 탕수육+짜장1+짬뽕1+만두 외 1,경기 수원시 권선구 평동 ****,23000
151,B0SE00M493,2020-10-19 16:51:07,울트라콜,3005197,오므라이스 외 1,경기 화성시 봉담읍 봉담읍 ****,10000
150,B0SE00QR0N,2020-10-19 17:47:02,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두,경기 화성시 봉담읍 봉담읍 ****,21000
149,B0SE00SDRG,2020-10-19 18:04:34,울트라콜,3005197,삼선간짜장,경기 수원시 권선구 평동 ****,18000
148,B0SE00U5G1,2020-10-19 18:20:36,울트라콜,3005197,삼선간짜장 외 2,경기 수원시 권선구 평동 ****,21000
147,B0SE013TMT,2020-10-19 19:52:09,울트라콜,3005197,짬짜면 외 1,경기 화성시 봉담읍 봉담읍 ****,10000
146,B0SE014CEC,2020-10-19 19:55:53,울트라콜,3046829,간짜장 외 1,경기 수원시 권선구 평동 ****,15000
145,B0SF005GUK,2020-10-20 10:46:16,울트라콜,3046829,1. 탕수육+짜장1+만두,경기 수원시 권선구 평동 ****,16000
144,B0SF00AJH6,2020-10-20 12:14:04,울트라콜,3005197,2. 탕수육+짬뽕1+만두,,16000
143,B0SF00BW4Y,2020-10-20 12:35:56,울트라콜,3005197,볶짬면 외 1,경기 수원시 권선구 평동 ****,10000
142,B0SF00E542,2020-10-20 13:15:23,울트라콜,3005197,1. 탕수육+짜장1+만두,경기 화성시 봉담읍 봉담읍 ****,16000
141,B0SF00F3YY,2020-10-20 13:36:09,울트라콜,3005196,잡채밥 외 1,경기 화성시 매송면 매송면 ****,13000
140,B0SF00JEWN,2020-10-20 15:28:21,울트라콜,3005197,짬뽕,경기 수원시 권선구 평동 ****,14000
139,B0SF00LEF7,2020-10-20 16:17:50,울트라콜,3005196,짬짜면 외 1,경기 화성시 봉담읍 봉담읍 ****,17000
138,B0SF00OJAL,2020-10-20 17:19:15,울트라콜,3005196,짜장면,경기 화성시 매송면 매송면 ****,12000
137,B0SF00Y8ES,2020-10-20 18:45:42,울트라콜,3046829,간짜장 외 1,경기 수원시 권선구 평동 ****,23000
136,B0SF011O54,2020-10-20 19:15:11,울트라콜,3005197,2. 탕수육+짜장1+짬뽕1+만두,경기 수원시 권선구 평동 ****,21000
135,B0SF011YS4,2020-10-20 19:17:07,울트라콜,3005196,고추짬뽕,경기 화성시 매송면 매송면 ****,10000
134,B0SF013PSB,2020-10-20 19:31:50,울트라콜,3005197,삼선간짜장 외 1,경기 수원시 권선구 평동 ****,34000
133,B0SF017BF9,2020-10-20 20:13:47,울트라콜,3005197,탕짜면,경기 수원시 권선구 평동 ****,10000
132,B0SG005GHZ,2020-10-21 11:07:33,울트라콜,3005197,1. 탕수육+짜장1+만두,경기 수원시 권선구 평동 ****,15000
131,B0SG0076LL,2020-10-21 11:30:43,울트라콜,3005197,6. 탕수육+짜장2+짬뽕1+만두,경기 수원시 권선구 평동 ****,25000
130,B0SG008C3Z,2020-10-21 11:50:10,울트라콜,3005197,짬뽕 외 1,경기 화성시 봉담읍 봉담읍 ****,14000
129,B0SG00ECH7,2020-10-21 13:26:40,울트라콜,3005197,1. 탕수육+짜장1+만두,경기 화성시 봉담읍 봉담읍 ****,16000
128,B0SG00EKLD,2020-10-21 13:34:58,울트라콜,3005196,짬뽕밥 외 1,경기 화성시 매송면 매송면 ****,14000
127,B0SG00IKI5,2020-10-21 15:13:55,울트라콜,3005196,삼선간짜장,경기 화성시 매송면 매송면 ****,10000
126,B0SG00KF61,2020-10-21 16:07:04,울트라콜,3005197,1. 탕수육+짜장2+만두,경기 화성시 기배동 ****,21000
125,B0SG00NS54,2020-10-21 17:09:55,울트라콜,3046829,왕만두짬뽕,경기 수원시 권선구 평동 ****,11000
124,B0SG00RP6L,2020-10-21 17:49:52,울트라콜,3005197,짬뽕 외 1,경기 수원시 권선구 평동 ****,14000
123,B0SG00PNUD,2020-10-21 17:50:55,울트라콜,3005197,삼선짬뽕 외 1,경기 수원시 권선구 평동 ****,19000
122,B0SG00WAY5,2020-10-21 18:28:20,울트라콜,3005196,2. 탕수육+짜장1+짬뽕1+만두,경기 화성시 매송면 매송면 ****,22000
121,B0SG00XHNR,2020-10-21 18:34:22,울트라콜,3046829,1. 탕수육+짜장1+만두,경기 수원시 권선구 평동 ****,15000
120,B0SG0148A6,2020-10-21 19:28:08,울트라콜,3005197,짜장면 외 1,경기 수원시 권선구 호매실동 ****,16000
339,B0SI00GFHV,2020-10-23 14:08:12,울트라콜,3046829,탕짜면,경기 수원시 권선구 평동 ****,10000
338,B0SI00HQL6,2020-10-23 14:41:15,울트라콜,3005197,홍합짬뽕,경기 수원시 권선구 평동 ****,10000
337,B0SI00WQH4,2020-10-23 18:23:34,울트라콜,3005197,짜장면 외 1,경기 화성시 봉담읍 봉담읍 ****,13000
336,B0SI0130DO,2020-10-23 19:03:30,울트라콜,3005197,5. 탕수육+짜장1+짬뽕2+만두,경기 화성시 봉담읍 봉담읍 ****,25000
335,B0SI018E34,2020-10-23 20:06:23,울트라콜,3046829,2. 탕수육+짜장1+짬뽕1+만두 외 1,경기 수원시 권선구 평동 ****,33000
334,B0SI01B66W,2020-10-23 20:12:32,울트라콜,3005197,4. 탕수육+볶음밥+만두 외 1,,25000
333,B0SJ0042YH,2020-10-24 09:09:09,울트라콜,3046829,탕짜면,경기 수원시 권선구 평동 ****,10000
332,B0SJ004RYL,2020-10-24 10:02:12,울트라콜,3005197,고추짬뽕 외 1,경기 수원시 권선구 평동 ****,12000
331,B0SJ0074V7,2020-10-24 11:09:41,울트라콜,3251512,1. 탕수육+짜장1+만두 외 1,경기 화성시 기배동 ****,25000
330,B0SJ007TF5,2020-10-24 11:17:06,울트라콜,3046829,탕수육 외 3,경기 수원시 권선구 평동 ****,55000
329,B0SJ00AB5D,2020-10-24 11:43:23,울트라콜,3005197,삼선간짜장 외 2,경기 수원시 권선구 평동 ****,18000
